[07Aug2025 00:00:02.254] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Created new backpack backup file for Lea_Matt with unique ID 17f7e57c-8674-4568-ba54-c76219432396
[07Aug2025 00:04:25.343] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:04:25.493] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:04:27.291] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:04:27.944] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:04:28.494] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:04:28.840] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:04:30.092] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:04:36.041] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:04:36.139] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:04:36.642] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:04:36.992] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:04:38.691] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:04:38.691] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:04:38.993] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:04:39.342] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:04:39.342] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:04:39.690] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:04:40.042] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:04:40.440] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:04:41.094] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:04:41.190] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:04:41.593] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:04:43.293] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:04:43.293] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:04:44.442] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:04:47.789] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:04:50.392] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:04:56.094] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:04:56.094] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:05:00.343] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:05:12.597] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:05:12.692] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:05:15.496] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:05:18.791] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:05:18.943] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:05:20.440] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:05:20.494] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:05:20.591] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:05:30.903] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Lea_Matt> toma
[07Aug2025 00:05:35.755] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> ?
[07Aug2025 00:05:38.406] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> ya tengo bastante comida
[07Aug2025 00:05:39.343] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:05:39.344] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:05:39.344] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:05:40.641] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:05:41.993] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:05:42.122] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> no te preocupes
[07Aug2025 00:05:42.759] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> toma
[07Aug2025 00:05:46.192] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:05:46.192] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:05:47.002] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Created new backpack backup file for Lea_Matt with unique ID 9dae14e7-6178-4f4a-9bb6-e079d6ba1f07
[07Aug2025 00:05:47.002] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Your backpack has been placed at X: 83 Y: 67 Z: -869
[07Aug2025 00:05:47.003] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Lea_Matt was slain by Solifuge Skulker
[07Aug2025 00:05:47.017] [Server thread/INFO] [tombstone/]: The player Lea_Matt has successfully been saved
[07Aug2025 00:05:47.940] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:05:49.850] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:05:50.960] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:05:56.103] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:06:00.002] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:06:01.148] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:06:01.353] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:06:02.853] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:06:12.947] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:06:13.252] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:06:13.550] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:06:13.551] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:06:17.460] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> ya murieron por cierto
[07Aug2025 00:06:32.255] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:06:33.951] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:06:34.252] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:06:34.253] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:06:34.352] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:06:35.901] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:06:40.252] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:06:40.398] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:06:40.549] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:06:40.550] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:06:41.550] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:06:41.550] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:06:44.951] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:06:46.006] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:06:49.099] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:06:51.145] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [KevinCrax: Teleported Lea_Matt to KevinCrax]
[07Aug2025 00:06:53.140] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:06:56.089] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:06:57.039] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:06:57.191] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:06:57.853] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> there you are nwn
[07Aug2025 00:07:02.744] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:07:03.940] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:07:10.893] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:07:11.039] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:07:11.091] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:07:11.690] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:07:13.290] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:07:13.343] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:07:26.441] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:moth_shadow_clone but it was marked as removed already
[07Aug2025 00:07:27.156] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> sigamos
[07Aug2025 00:07:42.992] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:07:43.692] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:07:51.293] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:07:52.543] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:07:52.742] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:08:06.139] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:08:15.590] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:08:24.942] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:08:33.628] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> HEY
[07Aug2025 00:08:38.151] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Created new backpack backup file for Lea_Matt with unique ID e6f3382e-68c0-41d5-8821-0b84195ef271
[07Aug2025 00:08:38.151] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Your backpack has been placed at X: 81 Y: 68 Z: -882
[07Aug2025 00:08:38.152] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Lea_Matt was slain by Solifuge Skulker
[07Aug2025 00:08:38.164] [Server thread/INFO] [tombstone/]: The player Lea_Matt has successfully been saved
[07Aug2025 00:08:38.209] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Lea_Matt moved wrongly!
[07Aug2025 00:08:43.352] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:08:45.300] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:08:45.403] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:08:56.357] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:08:59.700] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:09:01.561] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:09:02.350] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:09:03.898] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [KevinCrax: Teleported Lea_Matt to KevinCrax]
[07Aug2025 00:09:06.942] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:09:09.496] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:09:13.641] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:09:35.791] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:09:37.392] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:09:47.294] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:09:49.042] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:09:53.892] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:09:55.128] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> Lea
[07Aug2025 00:09:55.982] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> mi cosa
[07Aug2025 00:09:57.869] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> que conseguí
[07Aug2025 00:10:00.052] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> GIMME
[07Aug2025 00:10:01.341] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:10:15.253] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Lea_Matt> a pense que te robe de nuevo
[07Aug2025 00:10:15.641] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:10:18.492] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:10:18.641] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:10:21.530] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> ?
[07Aug2025 00:10:22.767] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> si
[07Aug2025 00:10:23.933] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> de hechos
[07Aug2025 00:10:26.509] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> el escarabajo que mate
[07Aug2025 00:10:28.200] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> me dio un item
[07Aug2025 00:10:29.081] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> pasamelo
[07Aug2025 00:10:36.440] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:10:36.440] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:10:37.832] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> gracias nwn
[07Aug2025 00:10:38.791] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:10:40.041] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:10:41.091] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:10:41.192] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:10:41.290] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:10:42.970] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> aww..
[07Aug2025 00:10:46.011] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> no es del mismo tipo que el mio
[07Aug2025 00:10:53.040] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:10:54.811] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> pero igual me sirve para que te de otro escarabajo op
[07Aug2025 00:11:08.890] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:11:11.691] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:11:12.392] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:11:19.991] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:11:23.540] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:11:24.291] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:11:26.493] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:11:27.151] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> oh wow
[07Aug2025 00:11:29.934] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> rompiendo obsidiana ?
[07Aug2025 00:11:40.951] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> ?
[07Aug2025 00:11:44.141] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:11:44.453] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> ??
[07Aug2025 00:11:52.090] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:11:54.410] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> Leita que haces haha
[07Aug2025 00:11:55.941] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:11:56.542] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:11:58.103] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Lea_Matt lost connection: Timed out
[07Aug2025 00:11:58.103] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Lea_Matt left the game
[07Aug2025 00:12:02.639] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:12:03.391] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:12:11.138] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:12:12.540] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:12:13.140] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:12:15.870] [Server thread/INFO] [net.minecraftforge.common.AdvancementLoadFix/]: Using new advancement loading for net.minecraft.server.PlayerAdvancements@14f97a21
[07Aug2025 00:12:15.876] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: Lea_Matt[/127.146.57.29:57741] logged in with entity id 203779 at (89.04584587042174, 69.0, -894.3774740613646)
[07Aug2025 00:12:15.879] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Lea_Matt joined the game
[07Aug2025 00:12:18.789] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:12:18.940] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
